CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel,Community,Weather station,Location,Elevation,January(Avg. high °C (°F)),January(Avg. low °C (°F)),July(Avg. high °C (°F)),July(Avg. low °C (°F)),Annual(Avg. high °C (°F)),Annual(Avg. low °C (°F)),ProvinceCode
2038,QC,Industrial,39.0,Not Specified,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Cheddar Chèvre (Le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2038,QC,Industrial,39.0,Not Specified,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Cheddar Chèvre (Le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2038,QC,Industrial,39.0,Not Specified,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Cheddar Chèvre (Le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2039,QC,Industrial,55.0,Not Specified,Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvrai (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2039,QC,Industrial,55.0,Not Specified,Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvrai (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2039,QC,Industrial,55.0,Not Specified,Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvrai (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2040,QC,Industrial,60.0,Availble in roasted red peppers or cranberry and porto,Not specified,0,Fresh Cheese,Goat,Pasteurized,Not Specified,Élite (L'),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2040,QC,Industrial,60.0,Availble in roasted red peppers or cranberry and porto,Not specified,0,Fresh Cheese,Goat,Pasteurized,Not Specified,Élite (L'),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2040,QC,Industrial,60.0,Availble in roasted red peppers or cranberry and porto,Not specified,0,Fresh Cheese,Goat,Pasteurized,Not Specified,Élite (L'),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2041,QC,Industrial,52.0,Salty flavour,Not specified,0,Soft Cheese,Goat,Pasteurized,No Rind,Féta de Chèvre (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2041,QC,Industrial,52.0,Salty flavour,Not specified,0,Soft Cheese,Goat,Pasteurized,No Rind,Féta de Chèvre (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2041,QC,Industrial,52.0,Salty flavour,Not specified,0,Soft Cheese,Goat,Pasteurized,No Rind,Féta de Chèvre (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2042,QC,Industrial,42.0,Not Specified,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Mozzarella Chèvre (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2042,QC,Industrial,42.0,Not Specified,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Mozzarella Chèvre (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2042,QC,Industrial,42.0,Not Specified,Not specified,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Mozzarella Chèvre (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2043,QC,Industrial,40.0,Not Specified,Not specified,0,Firm Cheese,Ewe,Raw Milk,Washed Rind,Allegretto (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2043,QC,Industrial,40.0,Not Specified,Not specified,0,Firm Cheese,Ewe,Raw Milk,Washed Rind,Allegretto (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2043,QC,Industrial,40.0,Not Specified,Not specified,0,Firm Cheese,Ewe,Raw Milk,Washed Rind,Allegretto (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2044,QC,Industrial,50.0,Not Specified,Not specified,0,Soft Cheese,Goat,Pasteurized,Washed Rind,Fumambule (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2044,QC,Industrial,50.0,Not Specified,Not specified,0,Soft Cheese,Goat,Pasteurized,Washed Rind,Fumambule (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2044,QC,Industrial,50.0,Not Specified,Not specified,0,Soft Cheese,Goat,Pasteurized,Washed Rind,Fumambule (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2045,QC,Industrial,50.0,Not Specified,Not specified,0,Soft Cheese,"Cow, Goat and Ewe",Pasteurized,Not Specified,Grand Manitou (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2045,QC,Industrial,50.0,Not Specified,Not specified,0,Soft Cheese,"Cow, Goat and Ewe",Pasteurized,Not Specified,Grand Manitou (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2045,QC,Industrial,50.0,Not Specified,Not specified,0,Soft Cheese,"Cow, Goat and Ewe",Pasteurized,Not Specified,Grand Manitou (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2046,QC,Artisan,40.0,Not Specified,Not specified,0,Not Specified,Goat,Not Specified,Not Specified,Boucané (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2046,QC,Artisan,40.0,Not Specified,Not specified,0,Not Specified,Goat,Not Specified,Not Specified,Boucané (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2046,QC,Artisan,40.0,Not Specified,Not specified,0,Not Specified,Goat,Not Specified,Not Specified,Boucané (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2049,QC,Artisan,41.0,Not Specified,Not specified,0,Not Specified,Goat,Not Specified,Not Specified,Tomme du Draveur (La),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2049,QC,Artisan,41.0,Not Specified,Not specified,0,Not Specified,Goat,Not Specified,Not Specified,Tomme du Draveur (La),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2049,QC,Artisan,41.0,Not Specified,Not specified,0,Not Specified,Goat,Not Specified,Not Specified,Tomme du Draveur (La),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2053,QC,Artisan,55.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Raw Milk,Bloomy Rind,Gaulois de Portneuf (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2053,QC,Artisan,55.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Raw Milk,Bloomy Rind,Gaulois de Portneuf (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2053,QC,Artisan,55.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Raw Milk,Bloomy Rind,Gaulois de Portneuf (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2054,QC,Artisan,42.0,Not Specified,Not specified,0,Firm Cheese,Ewe,Pasteurized,Not Specified,Manchebello,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2054,QC,Artisan,42.0,Not Specified,Not specified,0,Firm Cheese,Ewe,Pasteurized,Not Specified,Manchebello,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2054,QC,Artisan,42.0,Not Specified,Not specified,0,Firm Cheese,Ewe,Pasteurized,Not Specified,Manchebello,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2055,QC,Artisan,45.0,Not Specified,Not specified,0,Veined Cheeses,Cow,Pasteurized,Not Specified,Rébellion 1837,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2055,QC,Artisan,45.0,Not Specified,Not specified,0,Veined Cheeses,Cow,Pasteurized,Not Specified,Rébellion 1837,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2055,QC,Artisan,45.0,Not Specified,Not specified,0,Veined Cheeses,Cow,Pasteurized,Not Specified,Rébellion 1837,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2056,QC,Artisan,42.0,Not Specified,Cheese curds,0,Fresh Cheese,Cow,Pasteurized,No Rind,Fromage (Montebello),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2056,QC,Artisan,42.0,Not Specified,Cheese curds,0,Fresh Cheese,Cow,Pasteurized,No Rind,Fromage (Montebello),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2056,QC,Artisan,42.0,Not Specified,Cheese curds,0,Fresh Cheese,Cow,Pasteurized,No Rind,Fromage (Montebello),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2057,QC,Artisan,48.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Tête à Papineau,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2057,QC,Artisan,48.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Tête à Papineau,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2057,QC,Artisan,48.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Tête à Papineau,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2058,QC,Artisan,45.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,20 Vaches (Le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2058,QC,Artisan,45.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,20 Vaches (Le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2058,QC,Artisan,45.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,20 Vaches (Le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2059,QC,Artisan,50.0,Not Specified,Not specified,0,Not Specified,Goat,Pasteurized,Bloomy Rind,Ma Manière (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2059,QC,Artisan,50.0,Not Specified,Not specified,0,Not Specified,Goat,Pasteurized,Bloomy Rind,Ma Manière (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2059,QC,Artisan,50.0,Not Specified,Not specified,0,Not Specified,Goat,Pasteurized,Bloomy Rind,Ma Manière (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2060,ON,Artisan,42.6,Available in Cumin and jalapino spices,Not specified,0,Hard Cheese,Goat,Not Specified,Not Specified,Farm Cheese,lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
2060,ON,Artisan,42.6,Available in Cumin and jalapino spices,Not specified,0,Hard Cheese,Goat,Not Specified,Not Specified,Farm Cheese,lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
2060,ON,Artisan,42.6,Available in Cumin and jalapino spices,Not specified,0,Hard Cheese,Goat,Not Specified,Not Specified,Farm Cheese,lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
2060,ON,Artisan,42.6,Available in Cumin and jalapino spices,Not specified,0,Hard Cheese,Goat,Not Specified,Not Specified,Farm Cheese,lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
2070,ON,Artisan,47.06974708171206,Not Specified,Not specified,0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Sheep In The Meadow (Best Baa Dairy),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
2070,ON,Artisan,47.06974708171206,Not Specified,Not specified,0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Sheep In The Meadow (Best Baa Dairy),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
2070,ON,Artisan,47.06974708171206,Not Specified,Not specified,0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Sheep In The Meadow (Best Baa Dairy),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
2070,ON,Artisan,47.06974708171206,Not Specified,Not specified,0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Sheep In The Meadow (Best Baa Dairy),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
2071,ON,Artisan,75.0,Not Specified,Not specified,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Quark (Best Baa Dairy),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
2071,ON,Artisan,75.0,Not Specified,Not specified,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Quark (Best Baa Dairy),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
2071,ON,Artisan,75.0,Not Specified,Not specified,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Quark (Best Baa Dairy),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
2071,ON,Artisan,75.0,Not Specified,Not specified,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Quark (Best Baa Dairy),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
2076,AB,Industrial,52.0,Not Specified,Not specified,0,Not Specified,Cow,Not Specified,No Rind,Mozarella (Franco's Brand),lower fat,"Calgary, AB",YYC,51°06′50″N 114°01′13″W / 51.11389°N 114.02028°W / 51.11389; -114.02028 (Calgary),"1,084m (3,556ft)",−0.9 (30.4),−13.2 (8.2),23.2 (73.8),9.8 (49.6),10.8 (51.4),−1.9 (28.6),AB
2076,AB,Industrial,52.0,Not Specified,Not specified,0,Not Specified,Cow,Not Specified,No Rind,Mozarella (Franco's Brand),lower fat,"Edmonton, AB",YXD,53°34′24″N 113°31′06″W / 53.57333°N 113.51833°W / 53.57333; -113.51833 (Edmonton),"671m (2,201ft)",−6.0 (21.2),−14.8 (5.4),23.1 (73.6),12.3 (54.1),9.3 (48.7),−1.0 (30.2),AB
2076,AB,Industrial,52.0,Not Specified,Not specified,0,Not Specified,Cow,Not Specified,No Rind,Mozarella (Franco's Brand),lower fat,"High Level, AB",YOJ,58°37′17″N 117°09′53″W / 58.62139°N 117.16472°W / 58.62139; -117.16472 (High Level),"338m (1,109ft)",−15.0 (5.0),−25.8 (−14.4),23.0 (73.4),9.9 (49.8),5.2 (41.4),−7.2 (19.0),AB
2077,AB,Industrial,45.0,Not Specified,Not specified,0,Not Specified,Cow,Not Specified,Not Specified,Provoletta (Franco's Brand),lower fat,"Calgary, AB",YYC,51°06′50″N 114°01′13″W / 51.11389°N 114.02028°W / 51.11389; -114.02028 (Calgary),"1,084m (3,556ft)",−0.9 (30.4),−13.2 (8.2),23.2 (73.8),9.8 (49.6),10.8 (51.4),−1.9 (28.6),AB
